period_end,Revenue,OperatingIncome,CostOfRevenue,Operating_Margin,price_at_period_end,shares_outstanding,market_cap,KBrand,Opex_Ratio,Selected_Margin,Benchmark_Margin,s_baseline_value,S_Surplus,s_total,V_Prod_base,K_Pi_prime,E_star,E_0,E_1,E_2,E_3,K_Pi_prime_lag,R_t,T_t,dK_Pi_prime,dK_Pi_prime_pct,PDI_t,PGR_t,Gate_C1,Gate_C2,Gate_C3,Speculative_Regime,Ticker,Raw_Configuration,Configuration,Regime,Phase
2008-08-31,3725000000,406000000.0,,0.108993288590604,25.328462600708008,,,391125000.0,0,0.108993288590604,,406000000.0,0.0,406000000.0,3319000000.0,,,0.1223260018077734,0.0,0.1178442301898162,,,0.0,inf,,,0.0,,False,False,False,False,KSS,N/A,Normal,Normal_Regime,Normal_Production
2008-11-30,3804000000,285000000.0,,0.0749211356466877,16.823823928833008,,,399420000.0,0,0.0749211356466877,,285000000.0,0.0,285000000.0,3519000000.0,,,0.0809889173060528,0.0,0.1135038363171355,,,0.0,inf,,,0.0,0.0602591141910213,False,False,False,False,KSS,N/A,Normal,Normal_Regime,Normal_Production
2009-05-31,3638000000,251000000.0,,0.0689939527212754,21.877159118652344,,,381990000.0,0,0.0689939527212754,,250999999.9999999,0.0,250999999.9999999,3387000000.0,,,0.0741068792441688,0.0,0.1127812223206377,,,0.0,inf,,,0.0,-0.0375106564364876,False,False,False,False,KSS,N/A,Normal,Normal_Regime,Normal_Production
2009-08-31,3806000000,399000000.0,,0.104834471886495,26.57504653930664,,,399630000.0,0,0.104834471886495,,399000000.0,0.0,399000000.0,3407000000.0,,,0.1171118285882007,0.0,0.117296742001761,,,0.0,inf,,,0.0,0.0059049306170653,False,False,False,False,KSS,N/A,Normal,Normal_Regime,Normal_Production
2009-10-31,4051000000,339000000.0,,0.083683041224389,29.475181579589844,,,425355000.0,0,0.083683041224389,,338999999.9999998,0.0,338999999.9999998,3712000000.000001,,,0.0913254310344826,0.0,0.1145891702586206,,,0.0,inf,,,0.0,0.0895215732315821,False,False,False,False,KSS,N/A,Normal,Normal_Regime,Normal_Production
2010-01-31,5682000000,,,,25.94659996032715,,,596610000.0,0,,,,0.0,,,,,,,,,,0.0,inf,,,0.0,,False,False,False,False,KSS,N/A,Normal,Normal_Regime,Normal_Production
2010-05-31,4035000000,388000000.0,,0.0961586121437422,26.14235496520996,,,423675000.0,0,0.0961586121437422,,387999999.99999976,0.0,387999999.99999976,3647000000.0,,,0.1063888127227857,0.0,0.1161708253358925,,,0.0,inf,,,0.0,,False,False,False,False,KSS,N/A,Normal,Normal_Regime,Normal_Production
2010-07-31,4100000000,488000000.0,,0.1190243902439024,24.56608390808105,,,430500000.0,0,0.1190243902439024,,487999999.9999999,0.0,487999999.9999999,3612000000.0,,,0.1351052048726467,0.0,0.1191860465116279,,,0.0,inf,,,0.0,-0.0095969289827255,False,False,False,False,KSS,N/A,Normal,Normal_Regime,Normal_Production
2010-10-31,4218000000,356000000.0,,0.0844001896633475,26.384462356567383,,,442890000.0,0,0.0844001896633475,,355999999.99999976,0.0,355999999.99999976,3862000000.0,,,0.0921802175038839,0.0,0.1146789228379078,,,0.0,inf,,,0.0,0.0692137320044297,False,False,False,False,KSS,N/A,Normal,Normal_Regime,Normal_Production
2011-01-31,6038000000,,,,26.15780258178711,,,633990000.0,0,,,,0.0,,,,,,,,,,0.0,inf,,,0.0,,False,False,False,False,KSS,N/A,Normal,Normal_Regime,Normal_Production
2011-04-30,4162000000,391000000.0,,0.0939452186448822,27.27808952331543,,,437010000.0,0,0.0939452186448822,,390999999.9999997,0.0,390999999.9999997,3771000000.000001,,,0.1036860249270749,0.0,0.1158870326173428,,,0.0,inf,,,0.0,,False,False,False,False,KSS,N/A,Normal,Normal_Regime,Normal_Production
2011-07-31,4248000000,547000000.0,,0.1287664783427495,28.453514099121094,,,446040000.0,0,0.1287664783427495,,546999999.9999999,0.0,546999999.9999999,3701000000.0,,,0.1477978924614968,0.0,0.1205187787084571,,,0.0,inf,,,0.0,-0.0185627154600902,False,False,False,False,KSS,N/A,Normal,Normal_Regime,Normal_Production
2011-10-31,4376000000,415000000.0,,0.094835466179159,27.7220516204834,,,459480000.0,0,0.094835466179159,,414999999.99999976,0.0,414999999.99999976,3961000000.0,,,0.1047715223428426,0.0,0.1160010098459984,,,0.0,inf,,,0.0,0.0702512834369089,False,False,False,False,KSS,N/A,Normal,Normal_Regime,Normal_Production
2012-01-31,6018000000,,,,24.170515060424805,,,631890000.0,0,,,,0.0,,,,,,,,,,0.0,inf,,,0.0,,False,False,False,False,KSS,N/A,Normal,Normal_Regime,Normal_Production
