period_end,Revenue,OperatingIncome,Operating_Margin,price_at_period_end,shares_outstanding,market_cap,KBrand,Opex_Ratio,Selected_Margin,Benchmark_Margin,s_baseline_value,S_Surplus,s_total,V_Prod_base,K_Pi_prime,E_star,E_0,E_1,E_2,E_3,K_Pi_prime_lag,R_t,T_t,dK_Pi_prime,dK_Pi_prime_pct,PDI_t,PGR_t,Gate_C1,Gate_C2,Gate_C3,Speculative_Regime,Ticker,Raw_Configuration,Configuration,Regime,Phase
2008-06-30,4063000000,217000000.0,0.053408811223234,3.6665000915527344,,,426615000.0,0,0.053408811223234,,216999999.99999976,0.0,216999999.99999976,3846000000.0,,,0.0564222568902755,0.0,0.1109243369734789,,,0.0,inf,,,0.0,,False,False,False,False,AMZN,N/A,Normal,Normal_Regime,Normal_Production
2008-09-30,4264000000,154000000.0,0.0361163227016885,3.638000011444092,,,447720000.0,0,0.0361163227016885,,153999999.99999976,0.0,153999999.99999976,4110000000.0,,,0.0374695863746958,0.0,0.108934306569343,,,0.0,inf,,,0.0,0.0686427457098284,False,False,False,False,AMZN,N/A,Normal,Normal_Regime,Normal_Production
2009-03-31,4889000000,244000000.0,0.0499079566373491,3.671999931335449,,,513345000.0,0,0.0499079566373491,,243999999.99999976,0.0,243999999.99999976,4645000000.0,,,0.0525296017222819,0.0,0.1105156081808396,,,0.0,inf,,,0.0,0.1301703163017031,False,False,False,False,AMZN,N/A,Normal,Normal_Regime,Normal_Production
2009-06-30,4651000000,159000000.0,0.034186196516878,4.183000087738037,,,488355000.0,0,0.034186196516878,,158999999.99999958,0.0,158999999.99999958,4492000000.0,,,0.0353962600178093,0.0,0.10871660730187,,,0.0,inf,,,0.0,-0.0329386437029063,False,False,False,False,AMZN,N/A,Normal,Normal_Regime,Normal_Production
2009-09-30,5449000000,251000000.0,0.046063497889521,4.668000221252441,,,572145000.0,0,0.046063497889521,,250999999.99999997,0.0,250999999.99999997,5198000000.0,,,0.0482878030011542,0.0,0.1100702193151212,,,0.0,inf,,,0.0,0.1571682991985752,False,False,False,False,AMZN,N/A,Normal,Normal_Regime,Normal_Production
2009-12-31,9519000000,,,6.72599983215332,,,999495000.0,0,,,,0.0,,,,,,,,,,0.0,inf,,,0.0,,False,False,False,False,AMZN,N/A,Normal,Normal_Regime,Normal_Production
2010-03-31,7131000000,394000000.0,0.0552517178516337,6.78849983215332,,,748755000.0,0,0.0552517178516337,,394000000.0,0.0,394000000.0,6737000000.0,,,0.0584830043045866,0.0,0.1111407154519815,,,0.0,inf,,,0.0,,False,False,False,False,AMZN,N/A,Normal,Normal_Regime,Normal_Production
2010-06-30,6566000000,270000000.0,0.0411209259823332,5.4629998207092285,,,689430000.0,0,0.0411209259823332,,269999999.99999976,0.0,269999999.99999976,6296000000.0,,,0.0428843710292248,0.0,0.1095028589580686,,,0.0,inf,,,0.0,-0.0654594032952352,False,False,False,False,AMZN,N/A,Normal,Normal_Regime,Normal_Production
2010-09-30,7560000000,268000000.0,0.0354497354497354,7.853000164031982,,,793800000.0,0,0.0354497354497354,,267999999.9999996,0.0,267999999.9999996,7292000000.0,,,0.0367526055951727,0.0,0.1088590235874931,,,0.0,inf,,,0.0,0.1581956797966963,False,False,False,False,AMZN,N/A,Normal,Normal_Regime,Normal_Production
2010-12-31,12948000000,,,9.0,,,1359540000.0,0,,,,0.0,,,,,,,,,,0.0,inf,,,0.0,,False,False,False,False,AMZN,N/A,Normal,Normal_Regime,Normal_Production
