period_end,Revenue,OperatingIncome,Operating_Margin,price_at_period_end,shares_outstanding,market_cap,KBrand,Opex_Ratio,Selected_Margin,Benchmark_Margin,s_baseline_value,S_Surplus,s_total,V_Prod_base,K_Pi_prime,E_star,E_0,E_1,E_2,E_3,K_Pi_prime_lag,R_t,T_t,dK_Pi_prime,dK_Pi_prime_pct,PDI_t,PGR_t,Gate_C1,Gate_C2,Gate_C3,Speculative_Regime
2008-06-30,4063000000,217000000.0,0.053408811223234,3.6665000915527344,,,426615000.0,0,0.053408811223234,,216999999.99999976,0.0,216999999.99999976,3846000000.0,,,0.05642225689027555,0.0,0.11092433697347893,,,,inf,,,,,False,False,False,False
2008-09-30,4264000000,154000000.0,0.0361163227016885,3.638000011444092,,,447720000.0,0,0.0361163227016885,,153999999.99999976,0.0,153999999.99999976,4110000000.0,,,0.03746958637469581,0.0,0.10893430656934307,,,,inf,,,,0.06864274570982842,False,False,False,False
2009-03-31,4889000000,244000000.0,0.0499079566373491,3.671999931335449,,,513345000.0,0,0.0499079566373491,,243999999.99999976,0.0,243999999.99999976,4645000000.0,,,0.05252960172228197,0.0,0.11051560818083961,,,,inf,,,,0.13017031630170317,False,False,False,False
2009-06-30,4651000000,159000000.0,0.034186196516878,4.183000087738037,,,488355000.0,0,0.034186196516878,,158999999.99999958,0.0,158999999.99999958,4492000000.0,,,0.03539626001780934,0.0,0.10871660730187,,,,inf,,,,-0.032938643702906334,False,False,False,False
2009-09-30,5449000000,251000000.0,0.046063497889521,4.668000221252441,,,572145000.0,0,0.046063497889521,,250999999.99999994,0.0,250999999.99999994,5198000000.0,,,0.048287803001154275,0.0,0.1100702193151212,,,,inf,,,,0.15716829919857522,False,False,False,False
2009-12-31,9519000000,,,6.72599983215332,,,999495000.0,0,,,,0.0,,,,,,,,,,,inf,,,,,False,False,False,False
2010-03-31,7131000000,394000000.0,0.0552517178516337,6.78849983215332,,,748755000.0,0,0.0552517178516337,,393999999.99999994,0.0,393999999.99999994,6737000000.0,,,0.058483004304586604,0.0,0.11114071545198159,,,,inf,,,,,False,False,False,False
2010-06-30,6566000000,270000000.0,0.0411209259823332,5.4629998207092285,,,689430000.0,0,0.0411209259823332,,269999999.99999976,0.0,269999999.99999976,6296000000.0,,,0.04288437102922487,0.0,0.10950285895806862,,,,inf,,,,-0.06545940329523525,False,False,False,False
2010-09-30,7560000000,268000000.0,0.0354497354497354,7.853000164031982,,,793800000.0,0,0.0354497354497354,,267999999.9999996,0.0,267999999.9999996,7292000000.0,,,0.03675260559517274,0.0,0.10885902358749314,,,,inf,,,,0.15819567979669635,False,False,False,False
2010-12-31,12948000000,,,9.0,,,1359540000.0,0,,,,0.0,,,,,,,,,,,inf,,,,,False,False,False,False
