period_end,Revenue,OperatingIncome,CostOfRevenue,Operating_Margin,price_at_period_end,shares_outstanding,market_cap,KBrand,Opex_Ratio,Selected_Margin,Benchmark_Margin,s_baseline_value,S_Surplus,s_total,V_Prod_base,K_Pi_prime,E_star,E_0,E_1,E_2,E_3,K_Pi_prime_lag,R_t,T_t,dK_Pi_prime,dK_Pi_prime_pct,PDI_t,PGR_t,Gate_C1,Gate_C2,Gate_C3,Speculative_Regime
2008-10-31,481000000,-75000000,33000000.0,-0.1559251559251559,22.07794952392578,,,93795000.0,0,-0.1559251559251559,,0.0,0.0,0.0,481000000.0,,,0.0,0.0,0.195,,,,inf,,,,,False,False,False,False
2009-01-31,773000000,111000000,56000000.0,0.1435963777490297,19.95472717285156,,,150735000.0,0,0.1435963777490297,,110999999.99999996,0.0,110999999.99999996,662000000.0000001,,,0.1676737160120845,0.0,0.22769637462235645,,,,inf,,,,0.3762993762993765,False,False,False,False
2009-04-30,1417000000,765000000,34000000.0,0.5398729710656316,20.37761116027832,,,276315000.0,0,0.5398729710656316,,765000000.0,0.0,765000000.0,652000000.0,,,1.1733128834355828,0.0,0.4237960122699386,,,,inf,,,,-0.01510574018126909,False,False,False,False
2009-07-31,457000000,-118000000,,-0.2582056892778993,26.16580390930176,,,89115000.0,0,-0.2582056892778993,,0.0,0.0,0.0,457000000.0,,,0.0,0.0,0.195,,,,inf,,,,-0.29907975460122704,False,False,False,False
2009-10-31,515000000,-94000000,35000000.0,-0.1825242718446602,25.610774993896484,,,100425000.0,0,-0.1825242718446602,,0.0,0.0,0.0,515000000.0,,,0.0,0.0,0.195,,,,inf,,,,0.12691466083150993,False,False,False,False
2010-01-31,857000000,139000000,48000000.0,0.1621936989498249,26.086519241333008,,,167115000.0,0,0.1621936989498249,,138999999.99999994,0.0,138999999.99999994,718000000.0,,,0.1935933147632311,0.0,0.23275069637883009,,,,inf,,,,0.3941747572815535,False,False,False,False
2010-04-30,1827000000,1067000000,34000000.0,0.5840175150519978,31.883508682250977,,,356265000.0,0,0.5840175150519978,,1067000000.0,0.0,1067000000.0,760000000.0,,,1.4039473684210526,0.0,0.46876973684210527,,,,inf,,,,0.058495821727019504,False,False,False,False
2010-07-31,537000000,-64000000,,-0.1191806331471136,35.01987838745117,,,104715000.0,0,-0.1191806331471136,,0.0,0.0,0.0,537000000.0,,,0.0,0.0,0.195,,,,inf,,,,-0.2934210526315789,False,False,False,False
2010-10-31,575000000,-80000000,32000000.0,-0.1391304347826087,42.27054977416992,,,112125000.0,0,-0.1391304347826087,,0.0,0.0,0.0,575000000.0,,,0.0,0.0,0.195,,,,inf,,,,0.07076350093109873,False,False,False,False
2011-01-31,999000000,195000000,46000000.0,0.1951951951951951,41.345497131347656,,,194805000.0,0,0.1951951951951951,,194999999.9999999,0.0,194999999.9999999,804000000.0000001,,,0.24253731343283566,0.0,0.24229477611940295,,,,inf,,,,0.39826086956521767,False,False,False,False
2011-04-30,1926000000,1111000000,32000000.0,0.5768431983385255,48.94855117797852,,,375570000.0,0,0.5768431983385255,,1111000000.0,0.0,1111000000.0,814999999.9999999,,,1.3631901840490799,0.0,0.46082208588957063,,,,inf,,,,0.013681592039800794,False,False,False,False
2011-07-31,593000000,-58000000,,-0.0978077571669477,41.14284896850586,,,115635000.0,0,-0.0978077571669477,,0.0,0.0,0.0,593000000.0,,,0.0,0.0,0.195,,,,inf,,,,-0.2723926380368097,False,False,False,False
2011-10-31,594000000,-73000000,32000000.0,-0.1228956228956228,47.4351692199707,,,115830000.0,0,-0.1228956228956228,,0.0,0.0,0.0,594000000.0,,,0.0,0.0,0.195,,,,inf,,,,0.001686340640809414,False,False,False,False
2012-01-31,1019000000,195000000,52000000.0,0.1913640824337585,50.02619934082031,,,198705000.0,0,0.1913640824337585,,194999999.9999999,0.0,194999999.9999999,824000000.0000001,,,0.23665048543689307,0.0,0.24114684466019415,,,,inf,,,,0.38720538720538733,False,False,False,False
2012-04-30,2091000000,1282000000,32000000.0,0.6131037780966045,51.51245880126953,,,407745000.0,0,0.6131037780966045,,1282000000.0,0.0,1282000000.0,808999999.9999999,,,1.5846724351050683,0.0,0.5040111248454884,,,,inf,,,,-0.0182038834951459,False,False,False,False
2012-07-31,651000000,-45000000,,-0.0691244239631336,51.68628692626953,,,126945000.0,0,-0.0691244239631336,,0.0,0.0,0.0,651000000.0,,,0.0,0.0,0.195,,,,inf,,,,-0.19530284301606915,False,False,False,False
2012-10-31,647000000,-69000000,32000000.0,-0.106646058732612,53.09014892578125,,,126165000.0,0,-0.106646058732612,,0.0,0.0,0.0,647000000.0,,,0.0,0.0,0.195,,,,inf,,,,-0.006144393241167445,False,False,False,False
2013-01-31,968000000,93000000,40000000.0,0.0960743801652892,55.87795639038086,,,188760000.0,0,0.0960743801652892,,92999999.99999994,0.0,92999999.99999994,875000000.0,,,0.10628571428571422,0.0,0.2157257142857143,,,,inf,,,,0.3523956723338486,False,False,False,False
2013-04-30,2178000000,1282000000,30000000.0,0.588613406795225,53.56481170654297,,,424710000.0,0,0.588613406795225,,1282000000.0,0.0,1282000000.0,896000000.0,,,1.4308035714285714,0.0,0.4740066964285714,,,,inf,,,,0.02400000000000002,False,False,False,False
2013-07-31,634000000,-60000000,,-0.0946372239747634,57.56528091430664,,,123630000.0,0,-0.0946372239747634,,0.0,0.0,0.0,634000000.0,,,0.0,0.0,0.195,,,,inf,,,,-0.2924107142857143,False,False,False,False
2013-10-31,622000000,-77000000,29000000.0,-0.1237942122186495,64.49563598632812,,,121290000.0,0,-0.1237942122186495,,0.0,0.0,0.0,622000000.0,,,0.0,0.0,0.195,,,,inf,,,,-0.018927444794952675,False,False,False,False
2014-01-31,782000000,-46000000,45000000.0,-0.0588235294117647,66.32098388671875,,,152490000.0,0,-0.0588235294117647,,0.0,0.0,0.0,782000000.0,,,0.0,0.0,0.195,,,,inf,,,,0.257234726688103,False,False,False,False
2014-04-30,2388000000,1494000000,34000000.0,0.6256281407035176,68.75923919677734,,,465660000.0,0,0.6256281407035176,,1494000000.0,0.0,1494000000.0,894000000.0,,,1.6711409395973154,0.0,0.5208724832214765,,,,inf,,,,0.14322250639386191,False,False,False,False
2014-07-31,714000000,-55000000,,-0.0770308123249299,74.57963562011719,,,139230000.0,0,-0.0770308123249299,,0.0,0.0,0.0,714000000.0,,,0.0,0.0,0.195,,,,inf,,,,-0.20134228187919467,False,False,False,False
2014-10-31,672000000,-109000000,34000000.0,-0.1622023809523809,80.31855010986328,,,131040000.0,0,-0.1622023809523809,,0.0,0.0,0.0,672000000.0,,,0.0,0.0,0.195,,,,inf,,,,-0.05882352941176472,False,False,False,False
2015-01-31,808000000,-89000000,44000000.0,-0.1101485148514851,79.45813751220703,,,157560000.0,0,-0.1101485148514851,,0.0,0.0,0.0,808000000.0,,,0.0,0.0,0.195,,,,inf,,,,0.20238095238095233,False,False,False,False
2015-04-30,2194000000,1066000000,35000000.0,0.4858705560619872,92.0589599609375,,,427830000.0,0,0.4858705560619872,,1065999999.9999999,0.0,1065999999.9999999,1128000000.0000002,,,0.9450354609929075,0.0,0.37928191489361696,,,,inf,,,,0.3960396039603964,False,False,False,False
2015-07-31,696000000,-130000000,,-0.1867816091954023,97.28530883789062,,,135720000.0,0,-0.1867816091954023,,0.0,0.0,0.0,696000000.0,,,0.0,0.0,0.195,,,,inf,,,,-0.38297872340425543,False,False,False,False
2015-10-31,713000000,-29000000,29000000.0,-0.0406732117812061,89.91136932373047,,,139035000.0,0,-0.0406732117812061,,0.0,0.0,0.0,713000000.0,,,0.0,0.0,0.195,,,,inf,,,,0.024425287356321768,False,False,False,False
2016-01-31,923000000,42000000,40000000.0,0.0455037919826652,88.41498565673828,264004000.0,23341909873.32,179985000.0,0,0.0455037919826652,,41999999.99999998,0.0,41999999.99999998,881000000.0,22238924873.32,25.49478986755959,0.04767309875141882,0.0,0.20429625425652667,25.242820514551646,,,inf,,,,0.23562412342215988,True,True,False,False
2016-04-30,2304000000,1285000000,30000000.0,0.5577256944444444,93.6626434326172,256821000.0,24054533749.01,449280000.0,0,0.5577256944444444,,1285000000.0,0.0,1285000000.0,1019000000.0,21301253749.01,22.60601938077527,1.2610402355250245,0.0,0.44090284592737977,20.904076299322863,22238924873.32,0.057781570256645466,17.306556321649808,-937671124.3100014,-0.04216350968633937,0.5781332136570188,0.15664018161180482,True,True,True,True
2016-07-31,754000000,-56000000,,-0.0742705570291777,103.31036376953124,255871000.0,26434126088.07,147030000.0,0,-0.0742705570291777,,0.0,0.0,0.0,754000000.0,25533096088.07,34.05852266322281,0.0,0.0,0.195,33.86352266322281,21301253749.01,0.0,inf,4231842339.0600014,0.19866635029671348,0.0,-0.2600588812561334,True,True,True,True
2016-10-31,778000000,-61000000,29000000.0,-0.0784061696658097,101.53170776367188,257938000.0,26188885637.15,151710000.0,0,-0.0784061696658097,,0.0,0.0,0.0,778000000.0,25259175637.15,32.661806731555274,0.0,0.0,0.195,32.46680673155527,25533096088.07,0.0,inf,-273920450.91999817,-0.01072805467755177,0.0,0.03183023872679036,True,True,True,True
