period_end,Revenue,OperatingIncome,CostOfRevenue,Operating_Margin,price_at_period_end,shares_outstanding,market_cap,KBrand,Opex_Ratio,Selected_Margin,Benchmark_Margin,s_baseline_value,S_Surplus,s_total,V_Prod_base,K_Pi_prime,E_star,E_0,E_1,E_2,E_3,K_Pi_prime_lag,R_t,T_t,dK_Pi_prime,dK_Pi_prime_pct,PDI_t,PGR_t,Gate_C1,Gate_C2,Gate_C3,Speculative_Regime
2017-04-30,5287100000,388800000.0,3660000000.0,0.073537478012521,82.7699966430664,236560992.0,19580152513.72,555145500.0,0,0.073537478012521,,388799999.99999976,0.0,388799999.99999976,4898300000.0,13737907013.720001,2.9973363235653188,0.07937447685931849,0.0,0.11333432007022845,2.804627526635772,,,inf,,,,,True,True,False,False
2017-07-31,5281200000,419500000.0,3653400000.0,0.0794327046883284,72.08000183105469,236688992.0,17060542976.75,554526000.0,0,0.0794327046883284,,419499999.99999994,0.0,419499999.99999994,4861700000.0,11224816976.75,2.5091723012012257,0.0862866898410021,0.0,0.11406010243330522,2.3088255089269185,13737907013.720001,0.030535946966378992,32.74828847132301,-2513090036.970001,-0.18293107053790558,0.14304761139863723,-0.007471980074719831,True,True,True,True
2017-10-31,5316600000,425200000.0,3650600000.0,0.0799759244630026,91.25,236844992.0,21612105520.0,558243000.0,0,0.0799759244630026,,425199999.99999964,0.0,425199999.99999964,4891400000.0,15737262520.0,3.418388502269289,0.08692807785092195,0.0,0.11412744817434681,3.21733297624402,11224816976.75,0.037880350377268314,26.398911045978387,4512445543.25,0.4020061576591087,0.08611391730645157,0.00610897422712231,True,True,True,True
2018-02-28,6360600000,765600000.0,,0.1203660032072446,102.63999938964844,,,667863000.0,0,0.1203660032072446,,765600000.0,0.0,765600000.0,5595000000.0,,,0.13683646112600537,0.0,0.11936782841823056,,15737262520.0,0.04864886755412656,20.555463061650993,,,,0.14384429815594713,False,False,True,False
2018-05-31,5553700000,437600000.0,3854100000.0,0.0787943173019788,82.58999633789062,,,583138500.0,0,0.0787943173019788,,437599999.9999997,0.0,437599999.9999997,5116100000.0,,,0.08553390277750625,0.0,0.11398105979163817,,,,inf,,,,-0.08559428060768548,False,False,False,False
2018-08-31,5525600000,382500000.0,3861700000.0,0.069223251773563,80.51000213623047,,,580188000.0,0,0.069223251773563,,382499999.99999976,0.0,382499999.99999976,5143100000.0,,,0.074371488013066,0.0,0.11280900624137194,,,,inf,,,,0.005277457438283006,False,False,False,False
2018-11-30,5538800000,387800000.0,,0.0700151657398714,86.7699966430664,237888000.0,20641540961.43,581574000.0,0,0.0700151657398714,,387799999.99999976,0.0,387799999.99999976,5151000000.0,14521166961.43,3.0072880919103087,0.07528635216462819,0.0,0.11290506697728596,2.8190966727683944,,,inf,,,,0.001536038575956189,True,True,False,False
2019-02-28,6205200000,-2147400000.0,,-0.3460645909882034,96.33000183105467,237970000.0,22923650535.74,651546000.0,0,-0.3460645909882034,,0.0,0.0,0.0,6205200000.0,16066904535.740002,2.6942645741861666,0.0,0.0,0.105,2.5892645741861666,14521166961.43,0.0,inf,1545737574.3100014,0.1064472007253735,0.0,0.20465928945835765,True,True,True,True
2019-05-31,5808700000,385500000.0,,0.0663659682889458,101.58999633789062,238522000.0,24231449106.51,609913500.0,0,0.0663659682889458,,385499999.99999946,0.0,385499999.99999946,5423200000.000001,17812835606.51,3.468109069647071,0.0710834931405811,0.0,0.11246376677976101,3.284561809726729,16066904535.740002,0.023993420707920095,41.678092180907974,1745931070.7699966,0.10866630015049028,0.180864399176059,-0.1260233352671951,True,True,True,True
2019-08-31,5740600000,268900000.0,,0.0468417935407448,101.52999877929688,242274000.0,24598078924.26,602763000.0,0,0.0468417935407448,,268899999.99999964,0.0,268899999.99999964,5471700000.0,18254715924.26,3.49550942563737,0.0491437761573185,0.0,0.11016009649651845,3.3362055529835333,17812835606.51,0.015095855928840754,66.24334550580149,441880317.75,0.024806848696706518,0.3783166096258998,0.008943059448295987,True,True,True,True
