period_end,Revenue,OperatingIncome,Operating_Margin,price_at_period_end,shares_outstanding,market_cap,KBrand,Opex_Ratio,Selected_Margin,Benchmark_Margin,s_baseline_value,S_Surplus,s_total,V_Prod_base,K_Pi_prime,E_star,E_0,E_1,E_2,E_3,K_Pi_prime_lag,R_t,T_t,dK_Pi_prime,dK_Pi_prime_pct,PDI_t,PGR_t,Gate_C1,Gate_C2,Gate_C3,Speculative_Regime,Ticker,Raw_Configuration,Configuration,Regime,Phase
2017-05-31,2742141000,337103000,0.1229342327765056,14.050000190734863,144119008.0,2024872089.89,287924805.0,0,0.1229342327765056,,337102999.9999998,0.0,337102999.9999998,2405038000.0,-1005193715.11,-0.1580706459149501,0.1401653528967109,0.0,0.1197173620541546,-0.4179533608658158,,0.0,inf,,,0.0,,False,False,False,False,BBBY,N/A,Normal,Normal_Regime,Normal_Production
2017-08-31,2936357000,168847000,0.0575022042619477,21.950000762939453,144119008.0,3163412335.55,308317485.0,0,0.0575022042619477,,168846999.99999997,0.0,168846999.99999997,2767510000.0,-81262149.44999981,0.1430536242145467,0.0610104389866703,0.0,0.1114060960936003,-0.0293629108657239,-1005193715.11,-0.1679745878450133,inf,923931565.66,0.9191577223091698,0.1545116323708475,0.1507136269780353,False,False,True,False,BBBY,Other,Normal,Normal_Regime,Normal_Production
2017-11-30,2954539000,168847000,0.0571483402317586,47.09999847412109,140310000.0,6608600785.9,310226595.0,0,0.0571483402317586,,168846999.99999982,0.0,168846999.99999982,2785692000.0,3343835190.9,1.3723372095335735,0.0606122284875714,0.0,0.111364283991195,1.200360697054807,-81262149.44999981,-2.077806225195785,inf,3425097340.3499994,42.14874161626065,0.0469809724386428,0.0065698046258189,True,True,True,True,BBBY,Other,Other,Speculative_Regime,Other
2018-03-31,3716264000,337103000,0.0907101863592037,36.25,,,390207720.0,0,0.0907101863592037,,337102999.9999998,0.0,337102999.9999998,3379161000.0000005,,,0.0997593781414971,0.0,0.1154747347048572,,3343835190.9,0.1008132819815404,9.919327893551827,,,0.0,0.2130418581810194,False,False,True,False,BBBY,N/A,Normal,Normal_Regime,Normal_Production
2018-06-30,2753667000,81229000,0.0294984832951842,33.650001525878906,,,289135035.0,0,0.0294984832951842,,81228999.99999999,0.0,81228999.99999999,2672438000.0,,,0.0303950924212273,0.0,0.1081914847042288,,,0.0,inf,,,0.0,-0.2091415591029846,False,False,False,False,BBBY,N/A,Normal,Normal_Regime,Normal_Production
2018-09-30,2935018000,78858000,0.0268679783224498,27.700000762939453,,,308176890.0,0,0.0268679783224498,,78857999.99999997,0.0,78857999.99999997,2856160000.0,,,0.027609797770433,0.0,0.1078990287658954,,,0.0,inf,,,0.0,0.0687469643823355,False,False,False,False,BBBY,N/A,Normal,Normal_Regime,Normal_Production
2018-12-31,3032231000,49513000,0.0163289010632765,13.579999923706056,138050000.0,1874718989.47,318384255.0,0,0.0163289010632765,,49512999.99999996,0.0,49512999.99999996,2982718000.0,-1475896265.53,-0.3714729352657542,0.0165999601705558,0.0,0.1067429958179083,-0.4948158912542184,,0.0,inf,,,0.0,0.0443105428267323,False,False,False,False,BBBY,N/A,Normal,Normal_Regime,Normal_Production
2019-03-31,3307881000,-296735000,-0.089705464011553,16.6200008392334,137472000.0,2284784755.37,347327505.0,0,-0.089705464011553,,0.0,0.0,0.0,3307881000.0,-1370423749.63,-0.309290523035744,0.0,0.0,0.105,-0.414290523035744,-1475896265.53,-0.0,inf,105472515.89999986,0.0714633666087123,0.0,0.1090156696006796,False,False,True,False,BBBY,C2,Normal,Normal_Regime,Normal_Production
2019-06-30,2572989000,-406842000,-0.1581203806156964,13.600000381469728,132089000.0,1796410450.39,270163845.0,0,-0.1581203806156964,,0.0,0.0,0.0,2572989000.0,-1046742394.61,-0.3018196150896874,0.0,0.0,0.105,-0.4068196150896875,-1370423749.63,-0.0,inf,323681355.0200002,0.2361907075146579,0.0,-0.2221639774828658,False,False,True,False,BBBY,C2,Normal,Normal_Regime,Normal_Production
2019-08-31,2719447000,-182258000,-0.0670202434539081,15.729999542236328,115104000.0,1810585867.31,285541935.0,0,-0.0670202434539081,,0.0,0.0,0.0,2719447000.0,-1194403067.69,-0.3342080697619773,0.0,0.0,0.105,-0.4392080697619773,-1046742394.61,-0.0,inf,-147660673.08000016,-0.1410668697860625,0.0,0.0569213471180793,False,False,True,False,BBBY,C6,Normal,Normal_Regime,Normal_Production
2019-11-30,2759322000,-29758000,-0.0107845333020212,7.590000152587891,126566000.0,960635959.31,289728810.0,0,-0.0107845333020212,,0.0,0.0,0.0,2759322000.0,-2088414850.69,-0.6518579711574075,0.0,0.0,0.105,-0.7568579711574075,-1194403067.69,-0.0,inf,-894011783.0,-0.7485009099390854,0.0,0.0146629075690756,False,False,True,False,BBBY,C1,Normal,Normal_Regime,Normal_Production
2020-02-29,3106822000,-81206000,-0.0261379634880916,6.460000038146973,126961000.0,820168064.84,326216310.0,0,-0.0261379634880916,,0.0,0.0,0.0,3106822000.0,-2612870245.16,-0.7360106034912847,0.0,0.0,0.105,-0.8410106034912846,-2088414850.69,-0.0,inf,-524455394.4699998,-0.2511260606563503,0.0,0.1259367337338666,False,False,True,False,BBBY,C1,Normal,Normal_Regime,Normal_Production
2020-05-31,1307447000,-460929000,-0.3525412502380594,18.3700008392334,126553000.0,2324778716.21,137281935.0,0,-0.3525412502380594,,0.0,0.0,0.0,1307447000.0,880049781.21,0.7781055111297055,0.0,0.0,0.105,0.6731055111297055,-2612870245.16,-0.0,inf,3492920026.37,1.3368134268589025,0.0,-0.5791690029232444,False,True,True,False,BBBY,C2,Normal,Normal_Regime,Normal_Production
2020-08-31,2687968000,270543000,0.1006496357099489,87.5,126034000.0,11027975000.0,282236640.0,0,0.1006496357099489,,270542999.99999994,0.0,270542999.99999994,2417425000.0,8057770360.0,3.5618685171204896,0.111913709835879,0.0,0.1167509395327673,3.3332038677518434,880049781.21,0.3074178367819424,3.252901687384261,7177720578.79,8.156039274188776,0.0363229626795713,0.8489659619089722,True,True,True,True,BBBY,C3,C3,Speculative_Regime,Accumulation_Phase
2020-11-30,2618472000,-122849000,-0.0469162931663962,67.48999786376953,126008000.0,8504279650.82,274939560.0,0,-0.0469162931663962,,0.0,0.0,0.0,2618472000.0,5610868090.82,2.247802401866432,0.0,0.0,0.105,2.142802401866432,8057770360.0,0.0,inf,-2446902269.1800003,-0.3036698937620258,0.0,0.0831657652253947,True,True,True,True,BBBY,C1,C1,Speculative_Regime,Redistributive_Collapse
