period_end,Revenue,OperatingIncome,CostOfRevenue,Operating_Margin,price_at_period_end,shares_outstanding,market_cap,KBrand,Opex_Ratio,Selected_Margin,Benchmark_Margin,s_baseline_value,S_Surplus,s_total,V_Prod_base,K_Pi_prime,E_star,E_0,E_1,E_2,E_3,K_Pi_prime_lag,R_t,T_t,dK_Pi_prime,dK_Pi_prime_pct,PDI_t,PGR_t,Gate_C1,Gate_C2,Gate_C3,Speculative_Regime
2008-07-31,101546000000,5813000000.0,77118000000,0.0572449924172296,13.56973934173584,,,10662330000.0,0,0.0572449924172296,,5812999999.999997,0.0,5812999999.999997,95733000000.0,,,0.060720963513104124,0.0,0.11137570116887593,,,,inf,,,,,False,False,False,False
2008-10-31,97619000000,5292000000.0,73621000000,0.0542107581515893,12.971363067626951,,,10249995000.0,0,0.0542107581515893,,5291999999.999996,0.0,5291999999.999996,92327000000.0,,,0.05731801098270274,0.0,0.11101839115318379,,,,inf,,,,-0.03557811830821134,False,False,False,False
2009-04-30,93471000000,5217000000.0,70395000000,0.055814102769843,11.83101749420166,,,9814455000.0,0,0.055814102769843,,5216999999.999995,0.0,5216999999.999995,88254000000.0,,,0.05911346794479565,0.0,0.11120691413420355,,,,inf,,,,-0.04411493929186483,False,False,False,False
2009-07-31,100168000000,5929000000.0,75153000000,0.0591905598594361,11.772087097167969,,,10517640000.0,0,0.0591905598594361,,5928999999.999995,0.0,5928999999.999995,94239000000.0,,,0.06291450461061764,0.0,0.11160602298411486,,,,inf,,,,0.06781562308790545,False,False,False,False
2009-10-31,98667000000,5593000000.0,73915000000,0.0566856193053401,11.78920078277588,,,10360035000.0,0,0.0566856193053401,,5592999999.999991,0.0,5592999999.999991,93074000000.00002,,,0.060091969830457385,0.0,0.11130965683219801,,,,inf,,,,-0.012362185507061696,False,False,False,False
2010-01-31,112826000000,,85078000000,,12.74302864074707,,,11846730000.0,0,,,,0.0,,,,,,,,,,,inf,,,,,False,False,False,False
2010-04-30,99097000000,5772000000.0,74703000000,0.0582459610280836,12.865221977233888,,,10405185000.0,0,0.0582459610280836,,5772000000.0,0.0,5772000000.0,93325000000.0,,,0.061848379319582106,0.0,0.11149407982855612,,,,inf,,,,,False,False,False,False
2010-07-31,103016000000,6190000000.0,77523000000,0.0600877533587015,12.348926544189451,,,10816680000.0,0,0.0600877533587015,,6189999999.999993,0.0,6189999999.999993,96826000000.0,,,0.0639291099498068,0.0,0.11171255654472972,,,,inf,,,,0.03751406375569255,False,False,False,False
2010-10-31,101239000000,5611000000.0,75906000000,0.0554233052479775,13.144078254699709,,,10630095000.0,0,0.0554233052479775,,5610999999.999994,0.0,5610999999.999994,95628000000.00002,,,0.05867528338980208,0.0,0.11116090475592921,,,,inf,,,,-0.01237270980934857,False,False,False,False
2011-01-31,115600000000,,87158000000,,13.680350303649902,,,12138000000.0,0,,,,0.0,,,,,,,,,,,inf,,,,,False,False,False,False
